,,,,,,,
Tên công ty,Công ty Cổ phần Đầu tư Thế Giới Di Động,,,,,,
Tên báo cáo,Lịch sử giá,,,,,,
Ngày tải,15/03/2025,,,,,,
,,,,,,,
NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
03/07/2024,65900,66400,65100,65500,-500,-0.00757575757575757,7436000
02/07/2024,65800,66000,64700,66000,200,0.00303951367781163,9245500
01/07/2024,62600,65800,62000,65800,3400,0.0544871794871795,21785800
28/06/2024,63100,63100,61600,62400,-500,-0.00794912559618444,6187200
27/06/2024,61511.0410092309,63098.4227126949,61511.0410092309,62899.9999997619,800,0.0127795527156549,8297814
26/06/2024,62007.0977915634,62701.5772868289,60816.5615139654,62106.3091480299,600,0.00967741935483879,9625646
25/06/2024,61511.0410092309,62205.5205044964,61114.1955833649,61511.0410092309,0,0,6461173
24/06/2024,62999.2113562284,62999.2113562284,61014.9842268984,61511.0410092309,-1500,-0.0236220472440944,11899271
21/06/2024,62503.1545738959,64189.7476338264,61907.8864350969,62999.2113562284,0,0,8235290
20/06/2024,62701.5772868289,62999.2113562284,62007.0977915634,62999.2113562284,200,0.00315955766192744,6274318
19/06/2024,61411.8296527644,63197.6340691614,61114.1955833649,62800.7886432954,1100,0.017684887459807,7917309
18/06/2024,61610.2523656974,62007.0977915634,60618.1388010324,61709.4637221639,200,0.00322580645161286,8140700
17/06/2024,62304.7318609629,62304.7318609629,60518.9274445659,61511.0410092309,-1000,-0.0158730158730159,9503600
14/06/2024,63495.2681385609,63693.6908514939,62503.1545738959,62503.1545738959,-1000,-0.015625,8902800
13/06/2024,63197.6340691614,63892.1135644269,62602.3659303624,63495.2681385609,600,0.00946372239747628,8131000
12/06/2024,62106.3091480299,63396.0567820944,61511.0410092309,62899.9999997619,1100,0.0176565008025682,6599146
11/06/2024,62800.7886432954,62899.9999997619,61312.6182962979,61808.6750786304,-700,-0.0111111111111111,6825770
10/06/2024,61709.4637221639,62800.7886432954,61511.0410092309,62503.1545738959,900,0.0144927536231885,8814191
07/06/2024,61808.6750786304,62304.7318609629,61312.6182962979,61610.2523656974,200,0.00323101777059764,6039669
06/06/2024,61511.0410092309,62007.0977915634,61114.1955833649,61411.8296527644,-100,-0.00161290322580643,15580278
05/06/2024,62503.1545738959,62800.7886432954,61114.1955833649,61511.0410092309,-1800,-0.0282131661442007,15297380
04/06/2024,63495.2681385609,63693.6908514939,62602.3659303624,63296.8454256279,-200,-0.00312500000000004,11391596
03/06/2024,63396.0567820944,63594.4794950274,62701.5772868289,63495.2681385609,400,0.00628930817610063,9500879
31/05/2024,62304.7318609629,63892.1135644269,61907.8864350969,63098.4227126949,800,0.0127388535031847,10588336
30/05/2024,59427.6025234344,62304.7318609629,58733.1230281688,62304.7318609629,2300,0.0380165289256198,15822116
29/05/2024,61114.1955833649,61511.0410092309,60022.8706622334,60022.8706622334,-1000,-0.016260162601626,7966354
28/05/2024,59923.6593057669,62304.7318609629,59626.0252363674,61014.9842268984,1500,0.0249999999999999,10823218
27/05/2024,59626.0252363674,60022.8706622334,58733.1230281688,59526.8138799009,-500,-0.00826446280991733,7150902
24/05/2024,60717.3501574989,61213.4069398314,58435.4889587693,60022.8706622334,-1500,-0.0241935483870968,14576259
23/05/2024,60221.2933751664,61511.0410092309,59526.8138799009,61511.0410092309,1000,0.0163934426229508,10583025
22/05/2024,60122.0820186999,61114.1955833649,59129.9684540348,60518.9274445659,500,0.00826446280991733,13927331
21/05/2024,60122.0820186999,60816.5615139654,59526.8138799009,60022.8706622334,500,0.0083333333333333,5776939
20/05/2024,59526.8138799009,61114.1955833649,59030.7570975683,59526.8138799009,400,0.00671140939597326,9882880
17/05/2024,59328.3911669679,59824.4479493004,58534.7003152358,59129.9684540348,-300,-0.005008347245409,11286347
16/05/2024,60419.7160880994,60618.1388010324,59229.1798105013,59427.6025234344,-900,-0.0148026315789473,15621652
15/05/2024,60122.0820186999,61610.2523656974,59526.8138799009,60320.5047316329,700,0.0116472545757071,14312141
14/05/2024,58038.6435329033,60518.9274445659,57542.5867505708,59626.0252363674,1800,0.0308747855917668,16717056
13/05/2024,58435.4889587693,58435.4889587693,57542.5867505708,57840.2208199703,-600,-0.0101867572156197,7822045
10/05/2024,58336.2776023028,58534.7003152358,56947.3186117718,58435.4889587693,0,0,9938732
09/05/2024,58534.7003152358,58733.1230281688,57939.4321764368,58435.4889587693,-200,-0.00338409475465318,12497400
08/05/2024,58137.8548893698,58832.3343846353,57741.0094635038,58633.9116717023,-200,-0.00337268128161894,10022500
07/05/2024,58336.2776023028,59030.7570975683,57046.5299682383,58832.3343846353,1000,0.0171526586620927,12034000
06/05/2024,55657.5709777073,58336.2776023028,55359.9369083078,57840.2208199703,2600,0.0466786355475763,12893200
03/05/2024,55260.7255518413,56748.8958988388,54566.2460565758,55260.7255518413,100,0.00179856115107913,30658300
02/05/2024,55558.3596212408,56352.0504729728,54268.6119871763,55161.5141953748,700,0.0127504553734061,22343900
26/04/2024,53078.0757095783,54566.2460565758,52582.0189272458,54467.0347001093,1100,0.020446096654275,12531700
25/04/2024,51689.1167190472,53375.7097789778,50994.6372237817,53375.7097789778,1500,0.02868068833652,19836400
24/04/2024,49804.1009461837,51887.5394319802,49456.861198551,51887.5394319802,2500,0.0502008032128514,12469200
23/04/2024,48712.7760250522,49903.3123026502,48266.3249209529,49407.2555203177,1200,0.0246913580246915,18482000
22/04/2024,48811.9873815187,49010.4100944517,47770.2681386204,48216.7192427197,400,0.00829875518672196,13265100
19/04/2024,48861.593059752,48911.1987379852,47671.0567821539,47819.8738168537,-1200,-0.0242914979757085,9643100
17/04/2024,50002.5236591167,50002.5236591167,48563.9589903524,49010.4100944517,-500,-0.0100200400801603,7506200
16/04/2024,49109.6214509182,49605.6782332507,48315.9305991862,49506.4668767842,0,0,13988300
15/04/2024,51292.2712931812,51589.9053625807,49109.6214509182,49506.4668767842,-2100,-0.0403846153846154,17235200
12/04/2024,51887.5394319802,52185.1735013797,51193.0599367147,51589.9053625807,-300,-0.00573613766730396,7115600
11/04/2024,50796.2145108487,52383.5962143128,50796.2145108487,51887.5394319802,300,0.00576923076923075,7294500
10/04/2024,52482.8075707792,52780.4416401788,51292.2712931812,51589.9053625807,-800,-0.0151515151515151,10353100
09/04/2024,49605.6782332507,52681.2302837123,49407.2555203177,52383.5962143128,2800,0.0560000000000001,21005300
08/04/2024,50597.7917979157,50597.7917979157,49407.2555203177,49605.6782332507,-1000,-0.0196078431372549,6326000
05/04/2024,49605.6782332507,51093.8485802482,49060.015772685,50597.7917979157,300,0.00591715976331364,9422712
04/04/2024,49605.6782332507,50300.1577285162,48613.5646685857,50300.1577285162,500,0.00996015936254979,13451500
03/04/2024,50597.7917979157,50796.2145108487,49506.4668767842,49804.1009461837,-1400,-0.0271317829457365,16982300
02/04/2024,50597.7917979157,51193.0599367147,49556.0725550175,51193.0599367147,200,0.00389105058365757,13183500
01/04/2024,50399.3690849827,52185.1735013797,50300.1577285162,50994.6372237817,300,0.0058708414872799,15838100
29/03/2024,50597.7917979157,51589.9053625807,50399.3690849827,50697.0031543822,100,0.00196078431372548,13970500
28/03/2024,50399.3690849827,51788.3280755137,50002.5236591167,50597.7917979157,300,0.00591715976331364,12959700
27/03/2024,48415.1419556527,50994.6372237817,48167.1135644864,50300.1577285162,2050,0.0421377183967111,14031800
26/03/2024,47919.0851733202,48514.3533121192,47423.0283909877,48266.3249209529,350,0.00724637681159424,9418700
25/03/2024,48613.5646685857,49903.3123026502,47919.0851733202,47919.0851733202,-800,-0.0162932790224033,11012200
22/03/2024,48315.9305991862,49010.4100944517,47621.4511039207,48712.7760250522,600,0.0123711340206185,14585400
