,,,,,,,
Tên công ty,Công ty Cổ phần Sữa Việt Nam,,,,,,
Tên báo cáo,Lịch sử giá,,,,,,
Ngày tải,15/03/2025,,,,,,
,,,,,,,
NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
06/03/2024,69389.3081236491,69578.6377501802,67969.3359246658,67969.3359246658,-1200,-0.0164383561643836,4862900
05/03/2024,68158.6655511969,69105.3136838524,67874.6711114003,69105.3136838524,1000,0.0138888888888888,5530900
04/03/2024,67969.3359246658,68821.3192440558,67780.0062981347,68158.6655511969,500,0.00699300699300709,5014600
01/03/2024,68253.3303644625,68253.3303644625,67401.3470450725,67685.3414848692,-500,-0.00694444444444442,4487700
29/02/2024,68726.6544307902,69389.3081236491,67780.0062981347,68158.6655511969,-200,-0.00277008310249305,6568800
28/02/2024,68537.3248042591,68726.6544307902,67685.3414848692,68347.995177728,200,0.00277777777777777,3509000
27/02/2024,67401.3470450725,68537.3248042591,67306.682231807,68158.6655511969,1000,0.0140845070422535,5282500
26/02/2024,67212.0174185414,67874.6711114003,66928.0229787448,67212.0174185414,0,0,3138400
23/02/2024,67969.3359246658,68821.3192440558,67212.0174185414,67212.0174185414,-600,-0.00837988826815639,6142500
22/02/2024,67496.0118583381,68821.3192440558,67306.682231807,67780.0062981347,300,0.00420757363253865,4698100
21/02/2024,67685.3414848692,68064.0007379314,67212.0174185414,67496.0118583381,-200,-0.00279720279720275,3590200
20/02/2024,67874.6711114003,68537.3248042591,67496.0118583381,67685.3414848692,-400,-0.00556328233657855,4435700
19/02/2024,67117.3526052759,68726.6544307902,66928.0229787448,68064.0007379314,1900,0.0271428571428571,7144500
16/02/2024,64182.7433940438,66549.3637256826,63898.7489542471,66265.3692858859,2400,0.0355029585798816,11114600
15/02/2024,63993.4137675127,64372.0730205749,63614.7545144505,63993.4137675127,0,0,4115500
07/02/2024,63993.4137675127,64277.4082073093,63614.7545144505,63993.4137675127,0,0,2736300
06/02/2024,64466.7378338404,64561.402647106,63993.4137675127,63993.4137675127,-400,-0.00588235294117645,2463800
05/02/2024,63804.0841409816,64561.402647106,63614.7545144505,64372.0730205749,600,0.00890207715133529,3565900
02/02/2024,63898.7489542471,64088.0785807782,63425.4248879194,63804.0841409816,-100,-0.00148148148148153,2677300
01/02/2024,63614.7545144505,64182.7433940438,63614.7545144505,63898.7489542471,500,0.00746268656716409,2549300
31/01/2024,63614.7545144505,64561.402647106,63330.7600746538,63425.4248879194,100,0.00149476831091189,4441100
30/01/2024,63709.419327716,63709.419327716,63330.7600746538,63330.7600746538,-100,-0.0014925373134328,1840400
29/01/2024,63520.0897011849,63709.419327716,63330.7600746538,63425.4248879194,0,0,2153800
26/01/2024,63425.4248879194,63898.7489542471,63425.4248879194,63425.4248879194,100,0.00149476831091189,1675800
25/01/2024,63804.0841409816,63898.7489542471,63330.7600746538,63330.7600746538,-400,-0.00594353640416045,2800500
24/01/2024,64182.7433940438,64372.0730205749,63614.7545144505,63709.419327716,-400,-0.00590841949778431,2083500
23/01/2024,64656.0674603715,64656.0674603715,63993.4137675127,64088.0785807782,-600,-0.00878477306002923,2252000
22/01/2024,64372.0730205749,65034.7267134337,64372.0730205749,64656.0674603715,300,0.00441176470588234,1959800
19/01/2024,63804.0841409816,64940.0619001682,63804.0841409816,64372.0730205749,600,0.00890207715133529,2809900
18/01/2024,63709.419327716,64182.7433940438,63709.419327716,63804.0841409816,300,0.00447093889716843,3008200
17/01/2024,63898.7489542471,64277.4082073093,63425.4248879194,63520.0897011849,-300,-0.00445103857566764,1916400
16/01/2024,63425.4248879194,63804.0841409816,63141.4304481227,63804.0841409816,400,0.00597014925373141,2072400
15/01/2024,63614.7545144505,63898.7489542471,63425.4248879194,63425.4248879194,-200,-0.00297619047619047,2336501
12/01/2024,63993.4137675127,64277.4082073093,63425.4248879194,63614.7545144505,-700,-0.0103092783505154,3283000
11/01/2024,63898.7489542471,64845.3970869026,63898.7489542471,64277.4082073093,400,0.00592592592592589,2083900
10/01/2024,64466.7378338404,64466.7378338404,63804.0841409816,63898.7489542471,-600,-0.00881057268722463,3006600
09/01/2024,64561.402647106,64845.3970869026,64372.0730205749,64466.7378338404,-100,-0.00146627565982405,2579400
08/01/2024,65318.7211532304,65413.3859664959,64561.402647106,64561.402647106,-600,-0.00872093023255816,2396400
05/01/2024,65602.715593027,65602.715593027,64845.3970869026,65129.3915266993,-200,-0.00289855072463763,1775700
04/01/2024,65413.3859664959,65792.0452195582,65318.7211532304,65318.7211532304,0,0,3401500
03/01/2024,64750.7322736371,65318.7211532304,64372.0730205749,65318.7211532304,700,0.0102489019033676,1979801
02/01/2024,64561.402647106,64845.3970869026,64277.4082073093,64656.0674603715,700,0.0103550295857988,2142800
29/12/2023,65034.7267134337,65034.7267134337,63993.4137675127,63993.4137675127,-900,-0.0131386861313869,2257800
28/12/2023,63898.7489542471,64845.3970869026,63898.7489542471,64845.3970869026,1000,0.0148148148148148,2873700
27/12/2023,64372.0730205749,64561.402647106,63898.7489542471,63898.7489542471,0,0,1736400
26/12/2023,64180.6552001054,64368.5926970311,63898.748954717,63898.748954717,100,0.00147275405007363,1975400
25/12/2023,63522.8739608657,64556.5301939567,63522.8739608657,63804.7802062542,300,0.00443786982248517,3128279
22/12/2023,63710.8114577913,63992.7177031798,63428.9052124029,63522.8739608657,-200,-0.00294985250737467,2620700
21/12/2023,63804.7802062542,64180.6552001054,63710.8114577913,63710.8114577913,-300,-0.00440528634361237,2875900
20/12/2023,62959.0614700888,64086.6864516426,62959.0614700888,63992.7177031798,1100,0.0164179104477611,2623900
19/12/2023,63053.0302185516,63334.9364639401,62301.2802308491,62959.0614700888,0,0,3151900
18/12/2023,63992.7177031798,64086.6864516426,62959.0614700888,62959.0614700888,-1100,-0.0161527165932452,3613100
15/12/2023,64368.5926970311,64462.5614454939,63992.7177031798,63992.7177031798,-300,-0.00438596491228072,4122500
14/12/2023,64274.6239485683,64744.4676908823,64086.6864516426,64274.6239485683,200,0.00293255131964809,1462000
13/12/2023,65402.2489301221,65496.2176785849,63992.7177031798,64086.6864516426,-1200,-0.0172910662824207,4601000
12/12/2023,65778.1239239734,65872.0926724362,64838.4364393452,65214.3114331964,-600,-0.00857142857142856,2788700
11/12/2023,66247.9676662875,66247.9676662875,65684.1551755105,65778.1239239734,1000,0.0144927536231885,4764500
08/12/2023,64274.6239485683,65120.3426847336,63898.748954717,64838.4364393452,600,0.00877192982456143,3729400
07/12/2023,64650.4989424195,64650.4989424195,63428.9052124029,64274.6239485683,-100,-0.00145985401459858,3921300
06/12/2023,63992.7177031798,64462.5614454939,63992.7177031798,64368.5926970311,400,0.00587371512481649,1606600
05/12/2023,64650.4989424195,64838.4364393452,63898.748954717,63992.7177031798,-700,-0.0101744186046512,2302100
04/12/2023,64368.5926970311,65308.2801816593,64274.6239485683,64650.4989424195,400,0.00584795321637421,3006800
01/12/2023,63898.748954717,64368.5926970311,63616.8427093285,64274.6239485683,1000,0.0148367952522255,1558800
30/11/2023,64274.6239485683,64556.5301939567,63334.9364639401,63334.9364639401,-1000,-0.0146198830409356,2630600
29/11/2023,64368.5926970311,64650.4989424195,64086.6864516426,64274.6239485683,-100,-0.00145985401459858,1419153
28/11/2023,63992.7177031798,64368.5926970311,63428.9052124029,64368.5926970311,400,0.00587371512481649,1957253
27/11/2023,64180.6552001054,64274.6239485683,63804.7802062542,63992.7177031798,-200,-0.00292825768667637,1333300
24/11/2023,64462.5614454939,64744.4676908823,63522.8739608657,64180.6552001054,-400,-0.0058224163027657,3128900
23/11/2023,65590.1864270477,65684.1551755105,64556.5301939567,64556.5301939567,-700,-0.0100864553314121,1653100
22/11/2023,65308.2801816593,65966.061420899,64838.4364393452,65214.3114331964,-100,-0.00143884892086332,1533200
21/11/2023,65214.3114331964,65590.1864270477,64744.4676908823,65308.2801816593,200,0.00288600288600294,2989800
20/11/2023,65026.3739362708,65684.1551755105,64838.4364393452,65120.3426847336,-700,-0.01,2001000
17/11/2023,66717.8114086016,66811.7801570644,65026.3739362708,65778.1239239734,-300,-0.00426742532005686,2335800
16/11/2023,66341.9364147503,66999.71765399,65684.1551755105,66060.0301693618,-400,-0.00565770862800563,2368200
15/11/2023,65778.1239239734,67469.5613963041,65778.1239239734,66435.9051632131,1800,0.0261248185776488,3949400
14/11/2023,64838.4364393452,65214.3114331964,64086.6864516426,64744.4676908823,200,0.0029112081513829,2996000
13/11/2023,65496.2176785849,65778.1239239734,64462.5614454939,64556.5301939567,-900,-0.0129310344827587,1730800
10/11/2023,66529.8739116759,66529.8739116759,65402.2489301221,65402.2489301221,-1100,-0.0155586987270155,2833100
09/11/2023,67281.6238993785,67751.4676416926,66435.9051632131,66435.9051632131,-700,-0.00980392156862742,3420100
08/11/2023,66529.8739116759,67187.6551509156,65590.1864270477,67093.6864024528,600,0.00847457627118642,2339600
07/11/2023,66247.9676662875,66529.8739116759,65590.1864270477,66529.8739116759,-200,-0.0028169014084507,1474700
06/11/2023,65966.061420899,67187.6551509156,65872.0926724362,66717.8114086016,1000,0.0142857142857142,1136800
03/11/2023,66623.8426601387,66623.8426601387,65590.1864270477,65778.1239239734,-900,-0.0126939351198871,1692700
02/11/2023,66247.9676662875,66623.8426601387,65590.1864270477,66623.8426601387,500,0.00710227272727271,2390200
01/11/2023,64838.4364393452,66247.9676662875,63804.7802062542,66153.9989178246,2400,0.0352941176470589,2337200
31/10/2023,63804.7802062542,65308.2801816593,63522.8739608657,63898.748954717,400,0.00591715976331364,2183600
30/10/2023,63804.7802062542,63898.748954717,63053.0302185516,63522.8739608657,-400,-0.00588235294117645,1112000
27/10/2023,63240.9677154772,63898.748954717,62583.1864762375,63898.748954717,1000,0.0149253731343284,1811000
26/10/2023,64368.5926970311,64462.5614454939,61925.4052369978,62959.0614700888,-2000,-0.0289855072463768,5201700
25/10/2023,66060.0301693618,66529.8739116759,64838.4364393452,64838.4364393452,-1300,-0.0184921763869133,2477700
24/10/2023,65966.061420899,66529.8739116759,65872.0926724362,66060.0301693618,100,0.00142450142450135,1099508
23/10/2023,67375.5926478413,67657.4988932297,65872.0926724362,65966.061420899,-2100,-0.029045643153527,2804900
20/10/2023,66999.71765399,68127.3426355438,65966.061420899,67939.4051386182,900,0.0126050420168067,2371808
19/10/2023,68973.0613717092,68973.0613717092,66623.8426601387,67093.6864024528,-2500,-0.0338294993234101,4007700
18/10/2023,70288.6238501887,70288.6238501887,68033.373887081,69442.9051140233,-900,-0.0120320855614974,2572400
17/10/2023,70758.4675925028,71510.2175802053,70288.6238501887,70288.6238501887,-400,-0.00531914893617025,1595900
16/10/2023,70570.5300955771,71228.3113348169,70194.6551017259,70664.49884404,-600,-0.0079155672823219,1374400
13/10/2023,70852.4363409656,71698.155077131,70476.5613471143,71228.3113348169,300,0.00397350993377477,1560000
12/10/2023,70006.7176048002,71322.2800832797,70006.7176048002,70946.4050894284,1100,0.0147849462365592,2534800
11/10/2023,70100.686353263,70288.6238501887,69536.8738624861,69912.7488563374,0,0,1898774
10/10/2023,69818.7801078746,70476.5613471143,69536.8738624861,69912.7488563374,700,0.00949796472184539,1123900
09/10/2023,69536.8738624861,69630.8426109489,69160.9988686349,69254.9676170977,-500,-0.00673854447439348,1621374
06/10/2023,68315.2801324695,69724.8113594118,68221.3113840067,69724.8113594118,1500,0.0206327372764787,1327000
05/10/2023,69630.8426109489,69912.7488563374,68315.2801324695,68315.2801324695,-1700,-0.0228494623655914,2645700
04/10/2023,69160.9988686349,70100.686353263,68973.0613717092,69912.7488563374,400,0.00540540540540535,1177900
03/10/2023,70100.686353263,70570.5300955771,69442.9051140233,69536.8738624861,-1600,-0.0211640211640212,2013700
02/10/2023,69724.8113594118,71040.3738378912,69724.8113594118,71040.3738378912,1400,0.0188679245283019,1304901
29/09/2023,70476.5613471143,71792.1238255938,69724.8113594118,69724.8113594118,-600,-0.00802139037433158,1403900
28/09/2023,71510.2175802053,71792.1238255938,70288.6238501887,70288.6238501887,-1800,-0.0234986945169713,2034300
27/09/2023,71698.155077131,71980.0613225194,70288.6238501887,71980.0613225194,500,0.00657030223390276,2273300
26/09/2023,72919.7488071476,73295.6238009989,71416.2488317425,71510.2175802053,-1500,-0.0193298969072165,2634600
25/09/2023,72543.8738132963,73765.467543313,72074.0300709822,72919.7488071476,100,0.0012903225806451,2795503
22/09/2023,72449.9050648335,73577.5300463873,71228.3113348169,72825.7800586848,-500,-0.00641025641025639,4361903
21/09/2023,73389.5925494617,73577.5300463873,72637.8425617592,73295.6238009989,-300,-0.00383141762452111,2577902
20/09/2023,73671.4987948502,74047.3737887014,73295.6238009989,73577.5300463873,-600,-0.00760456273764254,2403202
19/09/2023,73765.467543313,74141.3425371643,72731.811310222,74141.3425371643,0,0,2571703
18/09/2023,74329.2800340899,74987.0612733296,73953.4050402386,74141.3425371643,-600,-0.00754716981132075,1499600
15/09/2023,74611.1862794784,76302.6237518091,74235.3112856271,74705.1550279412,100,0.00125944584382864,5614800
14/09/2023,73765.467543313,75174.9987702553,73671.4987948502,74611.1862794784,300,0.00379266750948171,2660100
13/09/2023,74799.123776404,75456.9050156437,73953.4050402386,74329.2800340899,-1200,-0.0149439601494396,2507600
12/09/2023,74235.3112856271,75832.780009495,73577.5300463873,75456.9050156437,800,0.010062893081761,2708500
11/09/2023,75174.9987702553,76208.6550033463,72919.7488071476,74705.1550279412,-500,-0.00624999999999998,4234900
08/09/2023,74423.2487825527,75268.9675187181,74329.2800340899,75174.9987702553,500,0.00628930817610063,2774901
07/09/2023,75081.0300217925,75174.9987702553,73859.4362917758,74705.1550279412,-500,-0.00624999999999998,3726700
06/09/2023,75268.9675187181,75268.9675187181,74705.1550279412,75174.9987702553,-100,-0.00124843945068664,2280401
05/09/2023,73765.467543313,75644.8425125694,73389.5925494617,75268.9675187181,2300,0.0295629820051413,6839901
31/08/2023,72825.7800586848,74141.3425371643,72449.9050648335,73107.6863040732,0,0,4386000
30/08/2023,72355.9363163707,73765.467543313,71886.0925740566,73107.6863040732,400,0.00516795865633068,2659700
29/08/2023,72825.7800586848,72919.7488071476,71604.1863286682,72731.811310222,-500,-0.00641848523748401,4199901
28/08/2023,70476.5613471143,73389.5925494617,70476.5613471143,73201.6550525361,3000,0.0400534045393859,6039700
25/08/2023,70758.4675925028,70758.4675925028,69818.7801078746,70382.5925986515,200,0.00267737617135211,3045401
24/08/2023,69067.030120172,70382.5925986515,68597.1863778579,70194.6551017259,1200,0.0163265306122449,5206002
23/08/2023,68033.373887081,69160.9988686349,67281.6238993785,69067.030120172,800,0.0110041265474552,4172801
22/08/2023,68785.1238747836,68785.1238747836,66811.7801570644,68315.2801324695,-200,-0.00274348422496573,3075108
21/08/2023,68315.2801324695,69348.9363655605,68315.2801324695,68503.2176293951,-400,-0.00545702592087316,3617708
18/08/2023,69067.030120172,70288.6238501887,67751.4676416926,68879.0926232464,-300,-0.00407608695652173,7106201
17/08/2023,68691.1551263208,70006.7176048002,68503.2176293951,69160.9988686349,500,0.00683994528043774,4650904
16/08/2023,68409.2488809323,69067.030120172,68127.3426355438,68691.1551263208,300,0.00412087912087911,2083904
15/08/2023,68503.2176293951,68973.0613717092,68315.2801324695,68409.2488809323,-600,-0.00817438692098094,2259703
14/08/2023,68973.0613717092,69067.030120172,68127.3426355438,68973.0613717092,-100,-0.00136054421768705,3366511
11/08/2023,68691.1551263208,69067.030120172,68033.373887081,69067.030120172,400,0.00547195622435015,2204332
10/08/2023,68691.1551263208,69536.8738624861,68503.2176293951,68691.1551263208,0,0,2813226
09/08/2023,70006.7176048002,70006.7176048002,68409.2488809323,68691.1551263208,-1400,-0.0187919463087248,3727162
08/08/2023,70194.6551017259,70382.5925986515,69442.9051140233,70006.7176048002,-400,-0.00534045393858473,3510526
07/08/2023,68503.2176293951,70382.5925986515,67939.4051386182,70382.5925986515,1900,0.026027397260274,5087933
04/08/2023,68127.3426355438,68597.1863778579,67657.4988932297,68597.1863778579,400,0.00550964187327829,3165220
03/08/2023,69630.8426109489,69630.8426109489,68221.3113840067,68221.3113840067,-1100,-0.0149253731343284,2917624
02/08/2023,69117.0397675281,69571.7571344197,68480.4354538798,69207.9832409064,100,0.00131578947368416,5698936
01/08/2023,70935.9092350946,70935.9092350946,69117.0397675281,69117.0397675281,-2000,-0.0256410256410257,5730817
31/07/2023,70299.3049214463,71299.6831286079,70208.361448068,70935.9092350946,600,0.00775193798449614,3814939
28/07/2023,68935.1528207714,70663.0788149596,68753.2658740148,70390.2483948247,1700,0.0224570673712021,6143629
27/07/2023,68207.6050337448,68935.1528207714,68025.7180869882,68844.2093473931,700,0.00933333333333342,6208219
26/07/2023,67661.9441934749,68389.4919805015,67571.0007200965,68207.6050337448,500,0.00671140939597326,3189718
25/07/2023,66934.3964064483,67934.7746136098,66479.6790395566,67752.8876668532,900,0.0122282608695652,6645914
24/07/2023,66843.4529330699,67298.1702999616,66661.5659863133,66934.3964064483,100,0.00136054421768717,2535331
21/07/2023,66024.961672665,66843.4529330699,65934.0181992867,66843.4529330699,900,0.0123966942148761,3821822
20/07/2023,66024.961672665,66206.8486194216,65752.13125253,66024.961672665,0,0,2600707
19/07/2023,65934.0181992867,66388.7355661783,65843.0747259083,66024.961672665,200,0.00276243093922646,3025100
18/07/2023,65934.0181992867,66024.961672665,65661.1877791517,65843.0747259083,100,0.00138312586445366,5537000
17/07/2023,66388.7355661783,66934.3964064483,65661.1877791517,65752.13125253,-1000,-0.0136425648021828,5802800
14/07/2023,66570.622512935,66752.5094596916,65570.2443057734,66661.5659863133,200,0.00273597811217519,7399700
13/07/2023,66752.5094596916,67116.2833532049,66297.7920928,66479.6790395566,-400,-0.00544217687074833,4376500
12/07/2023,66297.7920928,66843.4529330699,66024.961672665,66843.4529330699,700,0.00961538461538458,4195800
11/07/2023,65570.2443057734,66752.5094596916,65206.47041226,66206.8486194216,700,0.00970873786407767,6235300
10/07/2023,64933.6399921251,66115.9051460433,64751.7530453684,65570.2443057734,1200,0.0169252468265162,6201102
07/07/2023,64297.0356784768,64751.7530453684,64024.2052583418,64478.9226252334,400,0.00567375886524824,5780500
06/07/2023,63569.4878914502,64297.0356784768,63478.5444180719,64115.1487317201,700,0.010028653295129,7631000
05/07/2023,64387.9791518551,64387.9791518551,63296.6574713152,63478.5444180719,-800,-0.0113314447592068,6873600
04/07/2023,64115.1487317201,64751.7530453684,63751.3748382068,64206.0922050985,-100,-0.00141442715700146,4923805
03/07/2023,64660.8095719901,64933.6399921251,63933.2617849635,64297.0356784768,-300,-0.00422535211267605,3186200
30/06/2023,65388.3573590167,65479.300832395,64387.9791518551,64569.8660986118,-900,-0.0125173852573018,3645000
29/06/2023,64206.0922050985,65843.0747259083,63751.3748382068,65388.3573590167,1300,0.018413597733711,7911400
28/06/2023,64115.1487317201,64478.9226252334,63387.6009446935,64206.0922050985,100,0.00141843971631195,6204700
27/06/2023,64387.9791518551,64387.9791518551,63296.6574713152,64115.1487317201,-100,-0.00141643059490082,6128900
26/06/2023,63023.8270511802,64297.0356784768,62114.392317397,64206.0922050985,1500,0.0217076700434153,10737800
23/06/2023,60932.1271634787,63205.7139979369,60932.1271634787,62841.9401044236,2200,0.0328849028400597,11958000
22/06/2023,60477.4097965871,61204.9575836137,60295.5228498304,60841.1836901004,600,0.00904977375565608,5610600
21/06/2023,59658.9185361821,60295.5228498304,59567.9750628038,60295.5228498304,800,0.0122137404580154,4490900
20/06/2023,59931.7489563171,59931.7489563171,59567.9750628038,59567.9750628038,-300,-0.00455927051671734,2993000
19/06/2023,60295.5228498304,60568.3532699654,59658.9185361821,59840.8054829388,-300,-0.00453857791225421,3279400
16/06/2023,60477.4097965871,60568.3532699654,60022.6924296954,60113.6359030738,-200,-0.00301659125188536,6021785
15/06/2023,61204.9575836137,61295.901056992,60204.5793764521,60295.5228498304,-800,-0.0119225037257824,5810400
14/06/2023,61568.731477127,62023.4488440186,61023.070636857,61023.070636857,-500,-0.00739644970414199,5404900
13/06/2023,61932.5053706403,62114.392317397,61386.8445303703,61477.7880037487,-300,-0.0044182621502209,4973400
12/06/2023,60022.6924296954,61841.561897262,60022.6924296954,61750.6184238836,2100,0.0319148936170213,5471300
09/06/2023,59658.9185361821,60477.4097965871,59567.9750628038,59840.8054829388,300,0.00458015267175571,2080200
08/06/2023,60477.4097965871,60477.4097965871,59567.9750628038,59567.9750628038,-700,-0.0105740181268882,5180900
07/06/2023,60477.4097965871,60659.2967433437,60022.6924296954,60204.5793764521,-200,-0.00301204819277112,3719000
06/06/2023,60841.1836901004,60841.1836901004,60022.6924296954,60386.4663232088,-100,-0.00150375939849623,3423000
05/06/2023,60477.4097965871,61114.0141102354,60204.5793764521,60477.4097965871,600,0.00910470409711683,3323000
02/06/2023,60204.5793764521,60295.5228498304,59567.9750628038,59931.7489563171,-200,-0.00302571860816947,3138500
01/06/2023,60113.6359030738,60477.4097965871,60022.6924296954,60113.6359030738,0,0,1214500
31/05/2023,60750.2402167221,60750.2402167221,60113.6359030738,60113.6359030738,-400,-0.00601503759398492,1536600
30/05/2023,61023.070636857,61295.901056992,60477.4097965871,60477.4097965871,-600,-0.00894187779433686,3248000
29/05/2023,61204.9575836137,61568.731477127,61023.070636857,61023.070636857,0,0,2348900
26/05/2023,61295.901056992,61841.561897262,61023.070636857,61023.070636857,0,0,2118800
25/05/2023,60204.5793764521,61386.8445303703,60022.6924296954,61023.070636857,800,0.0120663650075414,1970600
24/05/2023,61023.070636857,61295.901056992,60113.6359030738,60295.5228498304,-700,-0.0104477611940299,2350000
23/05/2023,61841.561897262,62205.3357907753,60932.1271634787,60932.1271634787,-1200,-0.0175953079178885,2935700
22/05/2023,62478.1662109103,62750.9966310452,62023.4488440186,62023.4488440186,-400,-0.00583090379008744,1698000
19/05/2023,63114.7705245585,63205.7139979369,62387.2227375319,62387.2227375319,-600,-0.00867052023121384,1329500
18/05/2023,62750.9966310452,63660.4313648285,62296.2792641536,62932.8835778019,200,0.00289855072463774,2622200
17/05/2023,63387.6009446935,63387.6009446935,62569.1096842886,62750.9966310452,-700,-0.0100430416068866,1993000
16/05/2023,62750.9966310452,63387.6009446935,62750.9966310452,63387.6009446935,700,0.010144927536232,1947400
15/05/2023,63569.4878914502,63569.4878914502,62750.9966310452,62750.9966310452,-600,-0.00862068965517238,2105600
12/05/2023,64024.2052583418,64024.2052583418,63205.7139979369,63296.6574713152,-400,-0.00571428571428567,1214100
11/05/2023,64115.1487317201,64478.9226252334,63660.4313648285,63660.4313648285,-500,-0.00709219858156029,767500
10/05/2023,64387.9791518551,64660.8095719901,64115.1487317201,64115.1487317201,-200,-0.00282885431400282,1451601
09/05/2023,64387.9791518551,64569.8660986118,64115.1487317201,64297.0356784768,300,0.00426136363636354,2985200
08/05/2023,62750.9966310452,64024.2052583418,62750.9966310452,64024.2052583418,1600,0.0232558139534884,1897300
05/05/2023,62387.2227375319,62932.8835778019,62387.2227375319,62569.1096842886,200,0.00291545189504383,1786200
04/05/2023,63660.4313648285,63660.4313648285,62205.3357907753,62387.2227375319,-1400,-0.02,3172800
28/04/2023,63478.5444180719,63842.3183115852,63387.6009446935,63660.4313648285,500,0.0071942446043165,2136300
27/04/2023,64569.8660986118,64569.8660986118,63205.7139979369,63205.7139979369,-1500,-0.0211267605633803,1369100
26/04/2023,63660.4313648285,64569.8660986118,63660.4313648285,64569.8660986118,1100,0.0157367668097281,5145618
25/04/2023,64115.1487317201,64933.6399921251,63478.5444180719,63569.4878914502,-600,-0.00851063829787235,1370200
24/04/2023,64569.8660986118,64660.8095719901,63842.3183115852,64115.1487317201,-400,-0.00564174894217207,1851900
21/04/2023,65479.300832395,65479.300832395,64387.9791518551,64478.9226252334,-1000,-0.0139082058414465,1643300
20/04/2023,65570.2443057734,66024.961672665,65297.4138856384,65388.3573590167,-100,-0.00138888888888888,1322300
19/04/2023,66479.6790395566,66479.6790395566,65479.300832395,65479.300832395,-1000,-0.0136986301369864,816300
18/04/2023,65297.4138856384,66388.7355661783,65297.4138856384,66388.7355661783,1300,0.0181311018131103,1820300
17/04/2023,66206.8486194216,66297.7920928,65206.47041226,65206.47041226,-1100,-0.0151098901098901,1365400
14/04/2023,66934.3964064483,67025.3398798266,66206.8486194216,66206.8486194216,-700,-0.00952380952380949,1294000
13/04/2023,67571.0007200965,67661.9441934749,66843.4529330699,66843.4529330699,-800,-0.0107671601615074,1748200
12/04/2023,67661.9441934749,67661.9441934749,67298.1702999616,67571.0007200965,-100,-0.00134408602150538,979100
11/04/2023,67571.0007200965,67752.8876668532,67389.1137733399,67661.9441934749,0,0,782800
10/04/2023,67934.7746136098,67934.7746136098,67661.9441934749,67661.9441934749,-300,-0.00401606425702816,832700
07/04/2023,67661.9441934749,67934.7746136098,67571.0007200965,67934.7746136098,400,0.00538358008075379,794400
06/04/2023,67661.9441934749,67843.8311402315,67571.0007200965,67571.0007200965,-200,-0.00268456375838921,967300
05/04/2023,67480.0572467182,68025.7180869882,67389.1137733399,67752.8876668532,300,0.00404312668463613,963400
04/04/2023,67661.9441934749,67752.8876668532,67480.0572467182,67480.0572467182,-200,-0.00268817204301075,1819000
03/04/2023,67843.8311402315,68116.6615603665,67480.0572467182,67661.9441934749,0,0,850600
31/03/2023,68207.6050337448,68571.3789272581,67661.9441934749,67661.9441934749,-600,-0.00800000000000001,1076100
30/03/2023,67934.7746136098,68571.3789272581,67843.8311402315,68207.6050337448,100,0.00133511348464621,838700
29/03/2023,67934.7746136098,68116.6615603665,67661.9441934749,68116.6615603665,500,0.00672043010752699,907400
28/03/2023,67752.8876668532,68480.4354538798,67661.9441934749,67661.9441934749,-200,-0.00268096514745309,1650000
27/03/2023,68207.6050337448,68207.6050337448,67571.0007200965,67843.8311402315,-400,-0.0053333333333333,1461500
24/03/2023,68207.6050337448,68662.3224006365,68025.7180869882,68207.6050337448,-300,-0.00398406374501992,932300
23/03/2023,67571.0007200965,68480.4354538798,67298.1702999616,68480.4354538798,900,0.0120967741935485,1805000
22/03/2023,67843.8311402315,67934.7746136098,67661.9441934749,67661.9441934749,0,0,900200
21/03/2023,67661.9441934749,68298.5485071232,67480.0572467182,67661.9441934749,100,0.00134589502018834,1350200
20/03/2023,68207.6050337448,68207.6050337448,67389.1137733399,67571.0007200965,-200,-0.00268456375838921,1609600
17/03/2023,69480.8136610414,69480.8136610414,67752.8876668532,67752.8876668532,-1900,-0.024869109947644,2512800
16/03/2023,70026.4745013113,70117.4179746897,69026.0962941498,69480.8136610414,-700,-0.00907911802853434,1895200
15/03/2023,69662.7006077981,70299.3049214463,69571.7571344197,70117.4179746897,500,0.00652741514360322,2040200
14/03/2023,69389.8701876631,69935.531027933,68753.2658740148,69662.7006077981,-300,-0.00390117035110538,1735100
13/03/2023,69844.5875545547,70117.4179746897,69662.7006077981,69935.531027933,0,0,1824500
10/03/2023,69571.7571344197,70208.361448068,69207.9832409064,69935.531027933,400,0.00522875816993462,1427700
09/03/2023,69298.9267142847,70117.4179746897,69298.9267142847,69571.7571344197,0,0,1489700
08/03/2023,68389.4919805015,69571.7571344197,68207.6050337448,69571.7571344197,700,0.00923482849604218,1244400
07/03/2023,69026.0962941498,69298.9267142847,68662.3224006365,68935.1528207714,800,0.0106666666666666,1170900
06/03/2023,69117.0397675281,69662.7006077981,68207.6050337448,68207.6050337448,-1000,-0.0131578947368421,891800
03/03/2023,68207.6050337448,69844.5875545547,68207.6050337448,69117.0397675281,-500,-0.00653594771241828,704200
02/03/2023,69935.531027933,69935.531027933,69207.9832409064,69571.7571344197,-400,-0.00520156046814047,1088800
01/03/2023,68298.5485071232,70026.4745013113,68207.6050337448,69935.531027933,1400,0.0185430463576159,1635500
